Date,Bitcoin-BTC,Ethereum-ETH,Bitcoin-BSV,Litecoin-LTC,Monero-XMR,Dash-DASH,Kusama-KSM,Zcash-ZEC,Bitcoin Cash-BCH,Counos-CCXX
5/14/2015,237.6,#N/A,#N/A,1.45,0.545,2.87,#N/A,#N/A,#N/A,#N/A
5/13/2015,236.93,#N/A,#N/A,1.45,0.4955,2.84,#N/A,#N/A,#N/A,#N/A
5/12/2015,236.38,#N/A,#N/A,1.45,0.4832,2.69,#N/A,#N/A,#N/A,#N/A
5/11/2015,241.11,#N/A,#N/A,1.45,0.4776,2.71,#N/A,#N/A,#N/A,#N/A
5/10/2015,242.16,#N/A,#N/A,1.44,0.5113,2.76,#N/A,#N/A,#N/A,#N/A
5/9/2015,240.3,#N/A,#N/A,1.44,0.5651,2.68,#N/A,#N/A,#N/A,#N/A
5/8/2015,241.83,#N/A,#N/A,1.45,0.5137,2.76,#N/A,#N/A,#N/A,#N/A
5/7/2015,243.86,#N/A,#N/A,1.48,0.4906,2.76,#N/A,#N/A,#N/A,#N/A
5/6/2015,237.33,#N/A,#N/A,1.46,0.4739,2.81,#N/A,#N/A,#N/A,#N/A
5/5/2015,229.78,#N/A,#N/A,1.39,0.4583,2.82,#N/A,#N/A,#N/A,#N/A
5/4/2015,236.12,#N/A,#N/A,1.41,0.4712,2.85,#N/A,#N/A,#N/A,#N/A
5/3/2015,239.02,#N/A,#N/A,1.41,0.4679,2.88,#N/A,#N/A,#N/A,#N/A
5/2/2015,240.36,#N/A,#N/A,1.43,0.4991,2.7,#N/A,#N/A,#N/A,#N/A
5/1/2015,234.93,#N/A,#N/A,1.42,0.4976,2.75,#N/A,#N/A,#N/A,#N/A
4/30/2015,232.08,#N/A,#N/A,1.41,0.5,2.74,#N/A,#N/A,#N/A,#N/A
4/29/2015,236.15,#N/A,#N/A,1.44,0.5012,2.97,#N/A,#N/A,#N/A,#N/A
4/28/2015,225.81,#N/A,#N/A,1.36,0.4915,2.97,#N/A,#N/A,#N/A,#N/A
4/27/2015,225.85,#N/A,#N/A,1.36,0.4793,3.04,#N/A,#N/A,#N/A,#N/A
4/26/2015,229.29,#N/A,#N/A,1.38,0.5661,2.99,#N/A,#N/A,#N/A,#N/A
4/25/2015,219.43,#N/A,#N/A,1.32,0.5564,3.05,#N/A,#N/A,#N/A,#N/A
4/24/2015,226.39,#N/A,#N/A,1.4,0.5647,3.1,#N/A,#N/A,#N/A,#N/A
4/23/2015,231.27,#N/A,#N/A,1.42,0.5699,3.18,#N/A,#N/A,#N/A,#N/A
4/22/2015,236.46,#N/A,#N/A,1.46,0.6032,3.63,#N/A,#N/A,#N/A,#N/A
4/21/2015,234.18,#N/A,#N/A,1.45,0.5763,3.25,#N/A,#N/A,#N/A,#N/A
4/20/2015,235.27,#N/A,#N/A,1.42,0.6327,2.89,#N/A,#N/A,#N/A,#N/A
4/19/2015,224.63,#N/A,#N/A,1.41,0.6789,2.65,#N/A,#N/A,#N/A,#N/A
4/18/2015,222.6,#N/A,#N/A,1.39,0.6622,2.8,#N/A,#N/A,#N/A,#N/A
4/17/2015,223.36,#N/A,#N/A,1.41,0.6942,2.93,#N/A,#N/A,#N/A,#N/A
4/16/2015,222.88,#N/A,#N/A,1.41,0.6583,2.83,#N/A,#N/A,#N/A,#N/A
4/15/2015,228.57,#N/A,#N/A,1.42,0.6786,3.01,#N/A,#N/A,#N/A,#N/A
4/14/2015,223.83,#N/A,#N/A,1.38,0.6733,3.02,#N/A,#N/A,#N/A,#N/A
4/13/2015,219.16,#N/A,#N/A,1.38,0.6569,3.1,#N/A,#N/A,#N/A,#N/A
4/12/2015,224.59,#N/A,#N/A,1.38,0.6917,3.21,#N/A,#N/A,#N/A,#N/A
4/11/2015,236.15,#N/A,#N/A,1.46,0.8001,3.3,#N/A,#N/A,#N/A,#N/A
4/10/2015,236.55,#N/A,#N/A,1.46,0.8272,3.33,#N/A,#N/A,#N/A,#N/A
4/9/2015,236.07,#N/A,#N/A,1.53,0.8004,3.23,#N/A,#N/A,#N/A,#N/A
4/8/2015,243.68,#N/A,#N/A,1.59,0.7582,3.42,#N/A,#N/A,#N/A,#N/A
4/7/2015,245.02,#N/A,#N/A,1.63,0.7552,3.68,#N/A,#N/A,#N/A,#N/A
4/6/2015,253.18,#N/A,#N/A,1.67,0.8333,3.78,#N/A,#N/A,#N/A,#N/A
4/5/2015,255.49,#N/A,#N/A,1.69,0.7895,4.09,#N/A,#N/A,#N/A,#N/A
4/4/2015,260.6,#N/A,#N/A,1.7,0.8837,4.17,#N/A,#N/A,#N/A,#N/A
4/3/2015,253.7,#N/A,#N/A,1.69,0.8593,4.13,#N/A,#N/A,#N/A,#N/A
4/2/2015,254.32,#N/A,#N/A,1.7,0.9522,4.36,#N/A,#N/A,#N/A,#N/A
4/1/2015,253.01,#N/A,#N/A,1.68,0.9693,4.54,#N/A,#N/A,#N/A,#N/A
3/31/2015,247.27,#N/A,#N/A,1.66,1.01,3.83,#N/A,#N/A,#N/A,#N/A
3/30/2015,244.22,#N/A,#N/A,1.65,0.9071,4.02,#N/A,#N/A,#N/A,#N/A
3/29/2015,247.53,#N/A,#N/A,1.67,0.8532,4.34,#N/A,#N/A,#N/A,#N/A
3/28/2015,242.71,#N/A,#N/A,1.66,0.7122,4.6,#N/A,#N/A,#N/A,#N/A
3/27/2015,252.8,#N/A,#N/A,1.7,0.7954,5.04,#N/A,#N/A,#N/A,#N/A
3/26/2015,247.03,#N/A,#N/A,1.69,0.7777,4.76,#N/A,#N/A,#N/A,#N/A
3/25/2015,248.53,#N/A,#N/A,1.7,0.7463,4.99,#N/A,#N/A,#N/A,#N/A
3/24/2015,246.2,#N/A,#N/A,1.67,0.7675,5.28,#N/A,#N/A,#N/A,#N/A
3/23/2015,245.6,#N/A,#N/A,1.65,0.7119,5.07,#N/A,#N/A,#N/A,#N/A
3/22/2015,266.74,#N/A,#N/A,1.78,0.7664,4.98,#N/A,#N/A,#N/A,#N/A
3/21/2015,267.96,#N/A,#N/A,1.8,0.7773,4.61,#N/A,#N/A,#N/A,#N/A
3/20/2015,260.02,#N/A,#N/A,1.75,0.7432,4.63,#N/A,#N/A,#N/A,#N/A
3/19/2015,261.75,#N/A,#N/A,1.77,0.6332,3.7,#N/A,#N/A,#N/A,#N/A
3/18/2015,260.93,#N/A,#N/A,1.76,0.6774,3.37,#N/A,#N/A,#N/A,#N/A
3/17/2015,256.3,#N/A,#N/A,1.74,0.638,3.09,#N/A,#N/A,#N/A,#N/A
3/16/2015,285.51,#N/A,#N/A,1.98,0.7522,3.27,#N/A,#N/A,#N/A,#N/A
3/15/2015,290.59,#N/A,#N/A,2.03,0.8059,3.3,#N/A,#N/A,#N/A,#N/A
3/14/2015,286.39,#N/A,#N/A,2.02,0.6942,3.12,#N/A,#N/A,#N/A,#N/A
3/13/2015,281.89,#N/A,#N/A,2,0.6762,2.93,#N/A,#N/A,#N/A,#N/A
3/12/2015,285.34,#N/A,#N/A,2.01,0.6448,2.91,#N/A,#N/A,#N/A,#N/A
3/11/2015,294.35,#N/A,#N/A,2.04,0.6846,3.07,#N/A,#N/A,#N/A,#N/A
3/10/2015,296.38,#N/A,#N/A,2.03,0.7158,3.13,#N/A,#N/A,#N/A,#N/A
3/9/2015,291.76,#N/A,#N/A,2.01,0.7918,3.03,#N/A,#N/A,#N/A,#N/A
3/8/2015,289.61,#N/A,#N/A,1.94,0.6349,3.54,#N/A,#N/A,#N/A,#N/A
3/7/2015,274.35,#N/A,#N/A,1.89,0.4841,3.39,#N/A,#N/A,#N/A,#N/A
3/6/2015,276.26,#N/A,#N/A,1.91,0.4573,3.43,#N/A,#N/A,#N/A,#N/A
3/5/2015,272.72,#N/A,#N/A,1.9,0.486,3.33,#N/A,#N/A,#N/A,#N/A
3/4/2015,276.18,#N/A,#N/A,1.92,0.4696,3.41,#N/A,#N/A,#N/A,#N/A
3/3/2015,273.09,#N/A,#N/A,1.93,0.4132,3.5,#N/A,#N/A,#N/A,#N/A
3/2/2015,281.7,#N/A,#N/A,1.96,0.4151,3.47,#N/A,#N/A,#N/A,#N/A
3/1/2015,275.67,#N/A,#N/A,1.94,0.4284,3.62,#N/A,#N/A,#N/A,#N/A
2/28/2015,260.2,#N/A,#N/A,1.89,0.426,3.33,#N/A,#N/A,#N/A,#N/A
2/27/2015,254.26,#N/A,#N/A,1.84,0.4272,3.24,#N/A,#N/A,#N/A,#N/A
2/26/2015,253.83,#N/A,#N/A,1.85,0.381,3.04,#N/A,#N/A,#N/A,#N/A
2/25/2015,236.43,#N/A,#N/A,1.81,0.3577,2.73,#N/A,#N/A,#N/A,#N/A
2/24/2015,237.47,#N/A,#N/A,1.8,0.3652,2.77,#N/A,#N/A,#N/A,#N/A
2/23/2015,238.74,#N/A,#N/A,1.83,0.3403,2.94,#N/A,#N/A,#N/A,#N/A
2/22/2015,238.89,#N/A,#N/A,1.82,0.3379,2.52,#N/A,#N/A,#N/A,#N/A
2/21/2015,235.98,#N/A,#N/A,1.8,0.3131,2.53,#N/A,#N/A,#N/A,#N/A
2/20/2015,244.53,#N/A,#N/A,1.85,0.3026,2.78,#N/A,#N/A,#N/A,#N/A
2/19/2015,243.78,#N/A,#N/A,1.85,0.3057,2.74,#N/A,#N/A,#N/A,#N/A
2/18/2015,240.28,#N/A,#N/A,1.85,0.2828,2.83,#N/A,#N/A,#N/A,#N/A
2/17/2015,236.33,#N/A,#N/A,1.83,0.2485,2.84,#N/A,#N/A,#N/A,#N/A
2/16/2015,243.61,#N/A,#N/A,1.85,0.2532,2.63,#N/A,#N/A,#N/A,#N/A
2/15/2015,233.84,#N/A,#N/A,1.8,0.251,2.75,#N/A,#N/A,#N/A,#N/A
2/14/2015,234.82,#N/A,#N/A,1.84,0.2514,2.76,#N/A,#N/A,#N/A,#N/A
2/13/2015,257.32,#N/A,#N/A,1.94,0.2803,2.88,#N/A,#N/A,#N/A,#N/A
2/12/2015,235.43,#N/A,#N/A,1.82,0.2556,2.92,#N/A,#N/A,#N/A,#N/A
2/11/2015,221.76,#N/A,#N/A,1.76,0.2467,2.81,#N/A,#N/A,#N/A,#N/A
2/10/2015,219.18,#N/A,#N/A,1.73,0.2315,3.23,#N/A,#N/A,#N/A,#N/A
2/9/2015,219.84,#N/A,#N/A,1.76,0.2447,2.49,#N/A,#N/A,#N/A,#N/A
2/8/2015,220.11,#N/A,#N/A,1.73,0.2517,2.17,#N/A,#N/A,#N/A,#N/A
2/7/2015,223.41,#N/A,#N/A,1.78,0.265,1.84,#N/A,#N/A,#N/A,#N/A
2/6/2015,227.75,#N/A,#N/A,1.78,0.2757,1.86,#N/A,#N/A,#N/A,#N/A
2/5/2015,222.27,#N/A,#N/A,1.76,0.2708,1.79,#N/A,#N/A,#N/A,#N/A
2/4/2015,217.11,#N/A,#N/A,1.74,0.2723,1.77,#N/A,#N/A,#N/A,#N/A
2/3/2015,226.85,#N/A,#N/A,1.79,0.2895,1.83,#N/A,#N/A,#N/A,#N/A
2/2/2015,227.27,#N/A,#N/A,1.82,0.2887,1.79,#N/A,#N/A,#N/A,#N/A
2/1/2015,238.23,#N/A,#N/A,1.88,0.3012,1.93,#N/A,#N/A,#N/A,#N/A
1/31/2015,226.97,#N/A,#N/A,1.8,0.3,1.88,#N/A,#N/A,#N/A,#N/A
1/30/2015,217.46,#N/A,#N/A,1.87,0.2844,1.61,#N/A,#N/A,#N/A,#N/A
1/29/2015,226.43,#N/A,#N/A,1.9,0.294,1.64,#N/A,#N/A,#N/A,#N/A
1/28/2015,233.51,#N/A,#N/A,1.92,0.3099,1.64,#N/A,#N/A,#N/A,#N/A
1/27/2015,233.91,#N/A,#N/A,1.87,0.291,1.65,#N/A,#N/A,#N/A,#N/A
1/26/2015,263.48,#N/A,#N/A,2.09,0.3204,1.82,#N/A,#N/A,#N/A,#N/A
1/25/2015,273.47,#N/A,#N/A,2.08,0.3171,1.88,#N/A,#N/A,#N/A,#N/A
1/24/2015,253.72,#N/A,#N/A,2.25,0.3102,1.81,#N/A,#N/A,#N/A,#N/A
1/23/2015,247.85,#N/A,#N/A,1.84,0.2984,1.74,#N/A,#N/A,#N/A,#N/A
1/22/2015,232.88,#N/A,#N/A,1.43,0.2831,1.59,#N/A,#N/A,#N/A,#N/A
1/21/2015,233.41,#N/A,#N/A,1.42,0.2734,1.63,#N/A,#N/A,#N/A,#N/A
1/20/2015,226.9,#N/A,#N/A,1.37,0.2613,1.6,#N/A,#N/A,#N/A,#N/A
1/19/2015,211.32,#N/A,#N/A,1.32,0.2362,1.43,#N/A,#N/A,#N/A,#N/A
1/18/2015,214.86,#N/A,#N/A,1.34,0.2542,1.37,#N/A,#N/A,#N/A,#N/A
1/17/2015,210.34,#N/A,#N/A,1.33,0.2587,1.31,#N/A,#N/A,#N/A,#N/A
1/16/2015,199.26,#N/A,#N/A,1.29,0.2481,1.22,#N/A,#N/A,#N/A,#N/A
1/15/2015,208.1,#N/A,#N/A,1.4,0.2784,1.28,#N/A,#N/A,#N/A,#N/A
1/14/2015,209.84,#N/A,#N/A,1.28,0.2617,1.29,#N/A,#N/A,#N/A,#N/A
1/13/2015,178.1,#N/A,#N/A,1.16,0.2235,1.08,#N/A,#N/A,#N/A,#N/A
1/12/2015,225.86,#N/A,#N/A,1.54,0.3095,1.35,#N/A,#N/A,#N/A,#N/A
1/11/2015,267.8,#N/A,#N/A,1.71,0.3643,1.66,#N/A,#N/A,#N/A,#N/A
1/10/2015,265.66,#N/A,#N/A,1.72,0.3787,1.64,#N/A,#N/A,#N/A,#N/A
1/9/2015,274.8,#N/A,#N/A,1.65,0.4192,1.66,#N/A,#N/A,#N/A,#N/A
1/8/2015,290.41,#N/A,#N/A,1.98,0.4318,1.71,#N/A,#N/A,#N/A,#N/A
1/7/2015,283.35,#N/A,#N/A,2.01,0.4292,1.72,#N/A,#N/A,#N/A,#N/A
1/6/2015,294.34,#N/A,#N/A,2.12,0.4636,1.72,#N/A,#N/A,#N/A,#N/A
1/5/2015,286.19,#N/A,#N/A,2.11,0.4616,1.72,#N/A,#N/A,#N/A,#N/A
1/4/2015,274.47,#N/A,#N/A,2.08,0.4214,1.67,#N/A,#N/A,#N/A,#N/A
1/3/2015,264.2,#N/A,#N/A,1.96,0.4172,1.63,#N/A,#N/A,#N/A,#N/A
1/2/2015,281.08,#N/A,#N/A,2.13,0.4612,1.72,#N/A,#N/A,#N/A,#N/A
1/1/2015,315.03,#N/A,#N/A,2.67,0.4591,1.94,#N/A,#N/A,#N/A,#N/A
12/31/2014,314.25,#N/A,#N/A,2.7,0.4658,1.94,#N/A,#N/A,#N/A,#N/A
12/30/2014,320.19,#N/A,#N/A,2.72,0.4347,1.97,#N/A,#N/A,#N/A,#N/A
12/29/2014,310.74,#N/A,#N/A,2.7,0.489,1.89,#N/A,#N/A,#N/A,#N/A
12/28/2014,312.67,#N/A,#N/A,2.69,0.4878,1.91,#N/A,#N/A,#N/A,#N/A
12/27/2014,317.24,#N/A,#N/A,2.73,0.5639,1.95,#N/A,#N/A,#N/A,#N/A
12/26/2014,315.86,#N/A,#N/A,2.72,0.5106,1.95,#N/A,#N/A,#N/A,#N/A
12/25/2014,327.92,#N/A,#N/A,2.78,0.4337,2.03,#N/A,#N/A,#N/A,#N/A
12/24/2014,319.01,#N/A,#N/A,2.7,0.4524,1.8,#N/A,#N/A,#N/A,#N/A
12/23/2014,322.53,#N/A,#N/A,2.74,0.4254,1.93,#N/A,#N/A,#N/A,#N/A
12/22/2014,334.57,#N/A,#N/A,2.88,0.3811,1.92,#N/A,#N/A,#N/A,#N/A
12/21/2014,331.89,#N/A,#N/A,2.89,0.3448,1.91,#N/A,#N/A,#N/A,#N/A
12/20/2014,320.84,#N/A,#N/A,2.85,0.3438,1.91,#N/A,#N/A,#N/A,#N/A
12/19/2014,329.96,#N/A,#N/A,2.92,0.3391,1.98,#N/A,#N/A,#N/A,#N/A
12/18/2014,317.84,#N/A,#N/A,2.87,0.3199,1.89,#N/A,#N/A,#N/A,#N/A
12/17/2014,311.4,#N/A,#N/A,2.81,0.3164,1.81,#N/A,#N/A,#N/A,#N/A
12/16/2014,319.78,#N/A,#N/A,2.94,0.3383,1.94,#N/A,#N/A,#N/A,#N/A
12/15/2014,327.06,#N/A,#N/A,3.02,0.3379,1.98,#N/A,#N/A,#N/A,#N/A
12/14/2014,345.35,#N/A,#N/A,3.45,0.3829,2.13,#N/A,#N/A,#N/A,#N/A
12/13/2014,351.63,#N/A,#N/A,3.48,0.3835,2.24,#N/A,#N/A,#N/A,#N/A
12/12/2014,347.38,#N/A,#N/A,3.48,0.376,2.24,#N/A,#N/A,#N/A,#N/A
12/11/2014,352.54,#N/A,#N/A,3.49,0.3757,2.27,#N/A,#N/A,#N/A,#N/A
12/10/2014,350.51,#N/A,#N/A,3.48,0.3985,2.29,#N/A,#N/A,#N/A,#N/A
12/9/2014,346.36,#N/A,#N/A,3.5,0.3897,2.24,#N/A,#N/A,#N/A,#N/A
12/8/2014,352.22,#N/A,#N/A,3.52,0.3896,2.26,#N/A,#N/A,#N/A,#N/A
12/7/2014,361.91,#N/A,#N/A,3.65,0.4483,2.3,#N/A,#N/A,#N/A,#N/A
12/6/2014,375.1,#N/A,#N/A,3.71,0.4706,2.37,#N/A,#N/A,#N/A,#N/A
12/5/2014,374.79,#N/A,#N/A,3.61,0.4437,2.35,#N/A,#N/A,#N/A,#N/A
12/4/2014,376.85,#N/A,#N/A,3.62,0.4289,2.37,#N/A,#N/A,#N/A,#N/A
12/3/2014,369.6,#N/A,#N/A,3.59,0.4565,2.33,#N/A,#N/A,#N/A,#N/A
12/2/2014,375.01,#N/A,#N/A,3.61,0.5076,2.43,#N/A,#N/A,#N/A,#N/A
12/1/2014,381.32,#N/A,#N/A,3.63,0.5274,2.43,#N/A,#N/A,#N/A,#N/A
11/30/2014,379.24,#N/A,#N/A,3.58,0.4745,2.37,#N/A,#N/A,#N/A,#N/A
11/29/2014,378.05,#N/A,#N/A,3.58,0.5676,2.39,#N/A,#N/A,#N/A,#N/A
11/28/2014,375.49,#N/A,#N/A,3.59,0.5657,2.37,#N/A,#N/A,#N/A,#N/A
11/27/2014,376.45,#N/A,#N/A,3.6,0.5648,2.38,#N/A,#N/A,#N/A,#N/A
11/26/2014,369.67,#N/A,#N/A,3.56,0.5575,2.32,#N/A,#N/A,#N/A,#N/A
11/25/2014,368.37,#N/A,#N/A,3.56,0.5627,2.36,#N/A,#N/A,#N/A,#N/A
11/24/2014,375.35,#N/A,#N/A,3.57,0.5955,2.37,#N/A,#N/A,#N/A,#N/A
11/23/2014,376.9,#N/A,#N/A,3.63,0.5317,2.32,#N/A,#N/A,#N/A,#N/A
11/22/2014,367.57,#N/A,#N/A,3.59,0.5269,2.31,#N/A,#N/A,#N/A,#N/A
11/21/2014,352.92,#N/A,#N/A,3.52,0.5348,2.26,#N/A,#N/A,#N/A,#N/A
11/20/2014,350.85,#N/A,#N/A,3.5,0.5325,2.22,#N/A,#N/A,#N/A,#N/A
11/19/2014,357.84,#N/A,#N/A,3.61,0.5252,2.26,#N/A,#N/A,#N/A,#N/A
11/18/2014,380.55,#N/A,#N/A,3.81,0.559,2.38,#N/A,#N/A,#N/A,#N/A
11/17/2014,375.2,#N/A,#N/A,3.77,0.5991,2.36,#N/A,#N/A,#N/A,#N/A
11/16/2014,387.41,#N/A,#N/A,3.88,0.5848,2.33,#N/A,#N/A,#N/A,#N/A
11/15/2014,387.88,#N/A,#N/A,3.88,0.6545,2.74,#N/A,#N/A,#N/A,#N/A
11/14/2014,376.13,#N/A,#N/A,3.85,0.6411,2.49,#N/A,#N/A,#N/A,#N/A
11/13/2014,397.82,#N/A,#N/A,3.99,0.6892,2.41,#N/A,#N/A,#N/A,#N/A
11/12/2014,420.73,#N/A,#N/A,4.1,0.7045,2.58,#N/A,#N/A,#N/A,#N/A
11/11/2014,423.56,#N/A,#N/A,4.07,0.7323,2.64,#N/A,#N/A,#N/A,#N/A
11/10/2014,367.7,#N/A,#N/A,3.68,0.718,2.43,#N/A,#N/A,#N/A,#N/A
11/9/2014,366.92,#N/A,#N/A,3.7,0.7357,2.53,#N/A,#N/A,#N/A,#N/A
11/8/2014,363.26,#N/A,#N/A,3.63,0.7214,2.99,#N/A,#N/A,#N/A,#N/A
11/7/2014,345.49,#N/A,#N/A,3.56,0.6439,2.73,#N/A,#N/A,#N/A,#N/A
11/6/2014,342.42,#N/A,#N/A,3.56,0.6163,2.13,#N/A,#N/A,#N/A,#N/A
11/5/2014,349.29,#N/A,#N/A,3.65,0.5959,1.99,#N/A,#N/A,#N/A,#N/A
11/4/2014,339.49,#N/A,#N/A,3.64,0.572,1.75,#N/A,#N/A,#N/A,#N/A
11/3/2014,330.49,#N/A,#N/A,3.59,0.5476,1.65,#N/A,#N/A,#N/A,#N/A
11/2/2014,327.55,#N/A,#N/A,3.58,0.5763,1.63,#N/A,#N/A,#N/A,#N/A
11/1/2014,325.89,#N/A,#N/A,3.59,0.5795,1.66,#N/A,#N/A,#N/A,#N/A
10/31/2014,325.75,#N/A,#N/A,3.57,0.5858,1.67,#N/A,#N/A,#N/A,#N/A
10/30/2014,338.32,#N/A,#N/A,3.75,0.6072,1.79,#N/A,#N/A,#N/A,#N/A
10/29/2014,345.3,#N/A,#N/A,3.79,0.6141,1.79,#N/A,#N/A,#N/A,#N/A
10/28/2014,335.59,#N/A,#N/A,3.73,0.6331,1.61,#N/A,#N/A,#N/A,#N/A
10/27/2014,357.62,#N/A,#N/A,3.85,0.6893,1.9,#N/A,#N/A,#N/A,#N/A
10/26/2014,352.99,#N/A,#N/A,3.81,0.7228,1.91,#N/A,#N/A,#N/A,#N/A
10/25/2014,354.7,#N/A,#N/A,3.73,0.6944,1.93,#N/A,#N/A,#N/A,#N/A
10/24/2014,347.27,#N/A,#N/A,3.67,0.7398,1.92,#N/A,#N/A,#N/A,#N/A
10/23/2014,358.35,#N/A,#N/A,3.75,0.7622,2.04,#N/A,#N/A,#N/A,#N/A
10/22/2014,358.42,#N/A,#N/A,3.74,0.8655,2.11,#N/A,#N/A,#N/A,#N/A
10/21/2014,383.16,#N/A,#N/A,3.84,0.9467,2.07,#N/A,#N/A,#N/A,#N/A
10/20/2014,386.48,#N/A,#N/A,3.94,0.9578,2.08,#N/A,#N/A,#N/A,#N/A
10/19/2014,382.85,#N/A,#N/A,3.91,0.9504,2.11,#N/A,#N/A,#N/A,#N/A
10/18/2014,389.55,#N/A,#N/A,3.99,0.9944,2.27,#N/A,#N/A,#N/A,#N/A
10/17/2014,391.44,#N/A,#N/A,4.06,0.9658,2.29,#N/A,#N/A,#N/A,#N/A
10/16/2014,383.76,#N/A,#N/A,3.99,0.9732,2.27,#N/A,#N/A,#N/A,#N/A
10/15/2014,382.56,#N/A,#N/A,3.99,0.9995,2.18,#N/A,#N/A,#N/A,#N/A
10/14/2014,394.77,#N/A,#N/A,4.06,0.9908,2.07,#N/A,#N/A,#N/A,#N/A
10/13/2014,400.87,#N/A,#N/A,4.08,1.07,2.06,#N/A,#N/A,#N/A,#N/A
10/12/2014,390.41,#N/A,#N/A,3.86,1.1,2.57,#N/A,#N/A,#N/A,#N/A
10/11/2014,378.55,#N/A,#N/A,3.85,1.09,2.14,#N/A,#N/A,#N/A,#N/A
10/10/2014,362.3,#N/A,#N/A,3.77,1.08,2.17,#N/A,#N/A,#N/A,#N/A
10/9/2014,361.56,#N/A,#N/A,3.81,1.14,2.24,#N/A,#N/A,#N/A,#N/A
10/8/2014,365.03,#N/A,#N/A,3.9,1.11,2.4,#N/A,#N/A,#N/A,#N/A
10/7/2014,352.94,#N/A,#N/A,3.91,1.09,2.34,#N/A,#N/A,#N/A,#N/A
10/6/2014,336.19,#N/A,#N/A,3.86,1,2.13,#N/A,#N/A,#N/A,#N/A
10/5/2014,330.08,#N/A,#N/A,3.82,0.9797,2.25,#N/A,#N/A,#N/A,#N/A
10/4/2014,320.51,#N/A,#N/A,3.7,0.8795,2.25,#N/A,#N/A,#N/A,#N/A
10/3/2014,328.87,#N/A,#N/A,3.94,0.9776,2.24,#N/A,#N/A,#N/A,#N/A
10/2/2014,359.51,#N/A,#N/A,4.18,1.1,2.4,#N/A,#N/A,#N/A,#N/A
10/1/2014,375.07,#N/A,#N/A,4.32,1.19,2.44,#N/A,#N/A,#N/A,#N/A
9/30/2014,383.61,#N/A,#N/A,4.43,1.2,2.46,#N/A,#N/A,#N/A,#N/A
9/29/2014,386.94,#N/A,#N/A,4.47,1.22,2.7,#N/A,#N/A,#N/A,#N/A
9/28/2014,375.47,#N/A,#N/A,4.25,1.15,2.85,#N/A,#N/A,#N/A,#N/A
9/27/2014,377.18,#N/A,#N/A,4.23,1.22,2.9,#N/A,#N/A,#N/A,#N/A
9/26/2014,399.52,#N/A,#N/A,4.42,1.31,2.84,#N/A,#N/A,#N/A,#N/A
9/25/2014,404.42,#N/A,#N/A,4.43,1.39,2.89,#N/A,#N/A,#N/A,#N/A
9/24/2014,411.57,#N/A,#N/A,4.51,1.4,3,#N/A,#N/A,#N/A,#N/A
9/23/2014,423.2,#N/A,#N/A,4.67,1.51,3.34,#N/A,#N/A,#N/A,#N/A
9/22/2014,435.79,#N/A,#N/A,4.75,1.47,3.4,#N/A,#N/A,#N/A,#N/A
9/21/2014,402.15,#N/A,#N/A,4.24,1.26,3.36,#N/A,#N/A,#N/A,#N/A
9/20/2014,398.82,#N/A,#N/A,4.25,1.27,2.97,#N/A,#N/A,#N/A,#N/A
9/19/2014,408.9,#N/A,#N/A,4.29,1.27,3.18,#N/A,#N/A,#N/A,#N/A
9/18/2014,394.8,#N/A,#N/A,4.33,1.45,3.43,#N/A,#N/A,#N/A,#N/A
9/17/2014,424.44,#N/A,#N/A,4.69,1.57,3.87,#N/A,#N/A,#N/A,#N/A
9/16/2014,457.33,#N/A,#N/A,5.06,1.77,3.75,#N/A,#N/A,#N/A,#N/A
9/15/2014,466.06,#N/A,#N/A,5.07,1.84,3.33,#N/A,#N/A,#N/A,#N/A
9/14/2014,475.37,#N/A,#N/A,5.18,1.9,3.07,#N/A,#N/A,#N/A,#N/A
9/13/2014,477.89,#N/A,#N/A,5.4,1.82,2.8,#N/A,#N/A,#N/A,#N/A
9/12/2014,479,#N/A,#N/A,5.45,1.85,2.87,#N/A,#N/A,#N/A,#N/A
9/11/2014,477.75,#N/A,#N/A,5.38,1.88,2.85,#N/A,#N/A,#N/A,#N/A
9/10/2014,479.75,#N/A,#N/A,5.45,1.94,2.8,#N/A,#N/A,#N/A,#N/A
9/9/2014,479.36,#N/A,#N/A,5.34,1.97,2.82,#N/A,#N/A,#N/A,#N/A
9/8/2014,475.26,#N/A,#N/A,5.07,1.77,2.91,#N/A,#N/A,#N/A,#N/A
9/7/2014,474.6,#N/A,#N/A,5.1,1.87,2.78,#N/A,#N/A,#N/A,#N/A
9/6/2014,482.28,#N/A,#N/A,5.16,1.88,2.9,#N/A,#N/A,#N/A,#N/A
9/5/2014,484.83,#N/A,#N/A,4.98,1.95,2.98,#N/A,#N/A,#N/A,#N/A
9/4/2014,483.34,#N/A,#N/A,4.96,1.98,2.84,#N/A,#N/A,#N/A,#N/A
9/3/2014,489.66,#N/A,#N/A,5.18,2.05,3.08,#N/A,#N/A,#N/A,#N/A
9/2/2014,477.59,#N/A,#N/A,4.87,2.03,2.64,#N/A,#N/A,#N/A,#N/A
9/1/2014,477.43,#N/A,#N/A,4.82,1.96,2.32,#N/A,#N/A,#N/A,#N/A
8/31/2014,474.88,#N/A,#N/A,4.71,2.04,2.27,#N/A,#N/A,#N/A,#N/A
8/30/2014,477.76,#N/A,#N/A,4.86,2.17,2.41,#N/A,#N/A,#N/A,#N/A
